Vrid,Vdatesub,State,AgencyType,AgencyTypeSimp,ParentAgency,Q1,Q1spec,Q2,Q3,Q4,A1,A1a,A1b,A1c,A1d,A2,A2_1spec,A2_95spec,A3,A4,A4a,A4a_spec,A5a,A5b,A5c,A5d,A5e,A5f,A5g,A5h,A5i,A5j,A5k,A5l,A5lspec,A6a,A6b,A6c,A6d,A6e,A6f,A6g,A6h,A6i,A7,A7a,A8,A9a_1,A9a_2,A9a_3,A9b_1,A9b_2,A9b_3,A9c_1,A9c_2,A9c_3,A9d_1,A9d_2,A9d_3,A9e_1,A9e_2,A9e_3,A9f_1,A9f_2,A9f_3,A9g_1,A9g_2,A9g_3,A9h_1,A9h_2,A9h_3,A9i_1,A9i_2,A9i_3,A9i_spec,A10a,A10b,A10c,A10d,A10e,A10f,A10g,A10h,A10i,A10j,A10k,A10l,A10m,A10n,A10o,A10p,A10q,A10q_spec,B1a,B1b,B1c,B1d,B1e,B1f,B1g,B2,B2spec,B3a,B3b,B3c,B3d,B3e,B4,B4spec,B5,B5spec,B6a,B6b,B6c,B6d,B7,B7spec,B8,B8spec,B9_1,B9_2,B9_3,B9_4,B9_5,B9_95,B9_3spec,B9_4spec,B9_5spec,B10_1,B10_2,B10_3,B10_4,B10_5,B10_95,B10_4spec,B10_5spec,B11,B11spec,B12,B12spec,B13,B14,B14spec,B15,B15spec,B16,B16_1spec,B16a,B17a,B17b,B17c,B17d,B17e,B18,B18spec,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,C1_95,C1_96,C1_95spec,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C2_10,C2_11,C2_95,C2_96,C2_95spec,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C3_10,C3_11,C3_95,C3_96,C3_95spec,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C4_8,C4_9,C4_10,C4_11,C4_95,C4_96,C4_95spec,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C5_7,C5_8,C5_9,C5_10,C5_11,C5_95,C5_96,C5_95spec,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C6_8,C6_9,C6_10,C6_11,C6_95,C6_96,C6_95spec,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C7_7,C7_8,C7_9,C7_10,C7_11,C7_95,C7_96,C7_95spec,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C8_7,C8_8,C8_9,C8_10,C8_11,C8_95,C8_96,C8_95spec,C9_1,C9_2,C9_3,C9_4,C9_5,C9_6,C9_7,C9_8,C9_9,C9_10,C9_11,C9_95,C9_96,C9_95spec,C10_1,C10_2,C10_3,C10_4,C10_5,C10_6,C10_7,C10_8,C10_9,C10_10,C10_11,C10_95,C10_96,C10_95spec,D1,D2,D2spec,D3,D3spec,D4,D4spec,D5,D5spec,D5a,D5aspec,D6,D6spec,D7,D7spec,D8,D8spec,D9,D9spec,D10,D10spec,D11,D11spec,D12,D12spec,D13,D13spec,D14,D14spec,D15,D15spec,D16,D16spec,D17,D17spec,D17a,D17b,D17c,D17d,D18_1,D18_2,D18_3,D18_4,D18_5,D18_6,D18_7,D18_95,D18_96,D18_95spec,D19_1,D19_2,D19_3,D19_4,D19_5,D19_95,D19_96,D19_95spec,D20,D20a,D20b,D20bspec,D21,D21a,D21b,D21bspec,D22,D22a,D22b,D22bspec,D23,D23a,D23b,D23bspec,D24,D24a,D24b,D24bspec,D25,D25a,D25b,D25bspec,D26,D26a,D26b,D26bspec,D27,D27spec,D27a,D27b,D27b_1spec,D28,D29_1,D29_2,D29_3,D29_4,D29_5,D29_95,D29_96,D29_95spec,D30,D30_1spec,D31
80,8/25/11,LA,3,1,1,2,Interim Director,2,22,22,2,Louisiana Rehabilitation Services,Louisiana Workforce Commission,Rehabilitation Services Director,"Director, Office of Workforce Development",2,-7,-7,"Director, Office of Workforce Development",1,1,"Effective July 1, 2010, Louisiana Rehabilitation Services was moved from the Louisiana Department of Social Services to the Louisiana Workforce Commission.  The DSU was a separate 'Office' under the Department of Social Services and had the same organizat",3,3,3,3,3,3,2,3,3,3,3,-9,"The programs above are under the Louisiana Department of Education, Louisiana Department of Health a",99,3,1,1,1,1,1,99,1,1,"Louisiana has two Section 121 Projects, the United Houma Nation Vocational Rehabilitation Program and the Central Louisiana Intertribal Vocational Rehabilitation Program",325,-9,-7,-7,-9,-7,-7,1,1,-7,-9,-7,-7,10,10,-9,314,314,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,8,8,8,0,0,-9,-9,0,0,0,0,8,14,0,0,0,-9,2,1,1,2,1,2,1,2,-7,2,1,3,1,1,2,-7,1,-7,1,1,1,2,1,-7,95,"Louisiana Workforce Commission, executive management",0,0,0,0,0,1,-7,-7,-7,0,0,1,0,0,0,-7,-7,1,-7,1,State agencies are required to engage in strategic planning every three to five years.  The state has established uniform goals for state governm,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,0,1,1,1,1,1,1,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,not sure which ones we have formal agreements with,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,0,1,0,1,1,1,0,0,0,0,-7,0,0,0,1,0,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,2,-7,1,minimum wage,2,-7,3,-7,3,-7,3,-7,3,-7,2,-7,3,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,1,0,0,0,0,-7,0,0,0,1,0,0,0,-7,1,-9,2,-7,2,-7,-7,-7,-9,-7,-7, ,-9,-9,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,2,-7,-7,-7,-9, ,-7,-7,-7,3,0,0,0,0,0,0,1,-7,2,-7,-9
161,9/2/11,MA,1,1,4,2,Assistant Commissioner,3,8,8,1,Massachusetts Rehabilitation Commission,-7,Commissioner Charles Carr,-7,1,Governor,-7,Assistant Secretary of Health and Human Services,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,-9,-7,1,3,3,1,99,99,99,99,99,2,-7,352.43,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,6,0,24,13,0,0,0,0,0,0,0,0,6,0,0,0,0,-9,3,1,1,1,1,1,1,1,-7,3,1,1,1,1,95,-9,1,-7,1,1,1,1,1,-7,1,-7,0,0,0,0,1,0,-7,-7,-9,0,0,0,0,0,1,-7,-7,1,-7,1,MRC uses RSA State Planning Process,1,1,-7,1,-7,1,ongoing QA process,2,1,1,3,1,3,1,-7,0,0,0,1,1,1,1,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,1,0,1,0,0,0,-7,0,0,0,0,0,0,0,1,0,1,0,0,0,-7,0,0,0,0,0,0,0,1,0,1,0,0,0,-7,214,2,-7,2,-7,1,100,1,"DDS, Clubhouses",2,-7,2,-7,1,Minimum wage,3,-7,1,214,3,-7,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,1,Ongoing support services,state funded,1320696.96,434,"TBI, Aspergers, MH, MR, LD",0,1,0,0,0,0,1,0,0,-7,1,1,0,0,0,0,0,-7,1,2,2,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,3,0,0,0,0,0,0,1,-7,2,-7,-9
44,2/9/11,MA,2,2,4,2,Director Policy Development,8,28,38,1,Massachusetts Commission for the Blind,-7,Commissioner,-7,1,Secretary of Health and Human Services,-7,Assistant Secretary for Disability Policy and Programs,2,-7,-7,1,3,2,2,2,3,3,3,2,2,3,-9,-7,1,3,1,1,-9,-9,1,3,1,2,-7,110,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,3,3,-9,107,107,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,-9,100,2,2,-9,-9,-9,-9,-9,-9,-9,6,-9,-9,-9,-9,-9,-7,1,3,1,1,1,1,1,1,-7,2,1,1,2,1,1,-7,1,-7,1,1,1,1,2,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,1,0,0,Commonwealth of Massachusetts,-7,1,-7,1,Currently developing process and plan for the next five years.,1,1,-7,1,-7,2,-7,-7,1,1,3,1,3,1,-7,0,0,1,1,1,1,1,1,1,1,1,0,0,-7,0,0,1,1,1,1,1,1,1,1,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,1,1,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,1,0,0,1,0,1,1,1,1,1,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,1,0,0,1,0,1,1,1,1,1,0,0,0,-7,5,2,-7,2,-7,2,-7,-9,-7,-7,-7,2,-7,1,Massachusetts minimum wage,2,-7,3,-7,3,-7,3,-7,3,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,0,0,1,0,0,0,0,-7,0,0,0,1,0,0,0,-7,-9,-7,-7,-7,-9,-7,-7,-7,2,1,-7, ,2,-9,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,1,state funds for the agency's DEAF-BLIND MULTICHANDICAPPED Program,1,2,-7,2,0,0,0,0,0,0,1,-7,1,a number of blind consumers with multiple very and significant disabilities,-9
123,3/10/11,MD,3,1,2,1,-7,1,37,37,1,Maryland Division of Rehabilitation Services,-7,Assistant State Superintendent in Rehabilitation,-7,1,State Board of Education,-7,Deputy State Superintendent for Schools,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,-9,-7,99,1,1,1,99,99,1,99,99,2,-7,659.5,-9,-7,-7,247.5,-9,247.5,1,1,-7,-9,-7,-7,8,8,-9,237.5,237.5,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-7,2,47,3,16,0,0,0,23,0,0,2,1,23,10,0,0,0,-9,3,1,1,1,1,1,1,1,-7,1,1,1,1,1,95,-9,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,Seamless Transition Initiative,-7,-7,0,0,0,1,0,0,Social Security Reimbursement,-7,1,-7,1,Semi-annual agency planning meetings,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,1,1,0,1,1,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,1,1,0,0,0,0,0,0,0,0,0,-7,0,0,1,1,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,1,1,1,0,1,0,0,0,0,0,-7,0,0,1,0,1,0,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,561,2,-7,2,-7,2,-7,-9,-7,-7,-7,2,-7,2,-7,1,561,3,-7,3,-7,3,-7,3,-7,2,-7,3,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,0,1,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,1,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,0,0,1,-7,2,-7,-9
28,9/19/11,ME,1,1,1,1,-7,1,12,12,2,Maine Division of Vocational Rehabilitation,Department of Labor,"Director, Division of Vocational Rehabilitation","Commissioner, Department of Labor",2,-7,-7,"Director, Bureau of Rehabilitation Services",2,-7,-7,3,3,3,3,3,3,2,3,3,3,3,-9,-7,3,3,1,3,3,3,1,99,1,1,Houlton Band of Maliseet Indians,109,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,109,98.1,10.9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,0,0,5,0,0,0,0,7,0,0,0,20,0,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,2,1,1,2,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,1,0,ARRA,-7,ISTG- Basic and Quality Award,0,0,1,0,0,0,-7,-7,1,-7,1,Project Management Planning Process,1,1,-7,1,-7,1,"Using a combination of Lean, and Value Stream Mapping, and our own project management process, we examined our entire VR process, made business p",1,1,1,1,1,1,1,-7,1,0,0,1,0,1,1,1,1,0,1,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,1,0,0,1,0,0,0,1,0,0,-7,0,0,0,0,0,1,1,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,0,0,1,1,0,1,1,1,1,0,0,0,0,-7,0,0,1,1,0,1,0,1,0,0,1,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,170,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,1,7.5/hour,3,-7,3,-7,3,-7,3,-7,3,-7,2,-7,3,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,0,1,1,0,0,-7,1,1,1,0,0,0,0,-7,1,1,1,0,1,1,2,-7,1,1,2, ,1,1,2,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,3,0,1,0,1,1,0,0,-7,1,Those not eligible for Dev Services who require extended support more than 5 hours a month.,-9
163,8/25/11,ME,2,2,1,1,-7,3.5,8,18,2,Maine Division for the Blind and Visually Impaired (DBVI),Department of Labor,"Director, DBVI","Commissioner, DOL",2,-7,-7,"Bureau Director, Rehabilitation Services",2,-7,-7,3,-9,3,3,3,3,2,3,3,3,3,-9,-7,3,1,1,3,2,-9,1,-9,1,1,Wabanaki of Vocational Rehabilitation,36.5,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,3,1,2,34.5,24.5,9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,36.5,0,0,0,0,0,0,5,0,0,10,3,0,0,0,-9,-7,2,2,1,1,1,1,1,95,Human resources,2,2,2,1,1,2,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,1,0,0,Grant from Dept. of Education,-7,1,-7,2,-7,2,1,-7,1,-7,1,Maine State Government - Office of Program Evaluation and Government Accountability,1,1,1,1,1,1,1,-7,0,0,0,1,0,0,1,0,0,0,0,0,0,-7,0,0,0,1,0,0,1,0,0,0,0,0,0,-7,0,0,0,1,0,0,1,0,0,0,0,0,0,-7,1,0,0,0,1,1,0,1,1,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,1,0,1,1,0,1,0,0,-7,1,0,1,1,1,1,1,1,1,0,1,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,10,2,-7,2,-7,2,-7,-9,-7,-7,-7,2,-7,1,Successful closures must still make the current minumum wage per hour,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,1,"LTS, Brain Injury",State General Funds,63000,3,All and brain injury,1,1,1,0,0,1,1,0,0,-7,1,1,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,1,1,2, ,1,1,2,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,1,1,0,0,-7,1,Deaf-Blind,-9
45,3/14/11,MI,1,1,1,1,-7,8,35,35,2,Michigan Rehabilitation Services,"Department of Energy, Labor, & Economic Growth",Bureau Director,Department Director,2,-7,-7,Deputy DSA Director,2,-7,-7,3,3,3,3,3,3,2,3,3,3,2,-9,-7,3,3,2,1,2,1,2,3,1,1,Hannahville Indian Tribe,555,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,555,549.5,5.55,-9,-7,-7,-9,-7,-7,-9,-7,-7,-7,0,0,31,17.5,0,0,0,25,0,0,5,0,62,2,0,6,-9,-7,2,1,1,1,1,1,1,1,-7,2,1,2,1,1,2,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,Assistive Technology Grant,-7,-7,0,1,1,1,0,0,SSA,-7,1,-7,1,Use detailed planning process with the State Rehabilitation Council,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,2,-7,1,0,1,1,1,1,1,1,1,1,1,0,0,-7,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,0,0,1,1,1,0,0,1,0,1,0,1,0,"CRO, DHY, Social Security Office, City Building",0,0,1,1,1,0,1,1,1,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,1,0,1,1,1,0,1,1,1,1,0,0,0,-7,0,0,0,0,0,0,0,1,0,1,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,712,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,1,6,1,363,1,9,2,-7,2,-7,2,-7,2,-7,-9,-7,-9,-7,2,-7,-7,-7,-7,-7,0,0,0,1,0,0,0,0,0,-7,1,0,1,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,-9,-7,-7, ,-9,-9,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9, ,-7,-7,-7,2,0,1,0,0,1,0,0,-7,1,Mental illness & cognitive impairment not served by local Mental Health agencies,-9
128,9/6/11,MI,2,2,4,2,MCB Director of Consumer Services,8,38,38,1,Michigan Commission for the Blind,-7,MCB State Director,-7,2,-7,-7,"Deputy Director, Michigan Department of Energy, Labor & Economic Growth",2,-7,-7,3,3,3,3,3,3,3,3,3,3,3,1,-9,3,3,1,3,3,3,1,3,1,1,Hannahville Indian Community,111,-9,-7,-7,-9,-7,-7,2,-9,2,13,13,-9,8,8,-9,38,38,-9,-9,-7,-7,-9,-9,-7,111,-9,-9,blind rehabilitation services including VR,0,111,3,2,0,0,0,0,0,0,0,4,0,0,0,0,111,blind rehabilitation services including VR,3,1,1,1,1,1,1,1,-7,1,3,1,3,1,95,-9,95,-9,1,1,1,1,1,-7,1,-7,0,0,1,1,0,0,"ARRA, VR Title 1, IL Part B",state GFGP,-7,0,1,0,1,1,0,cash match,gift fund (donations),1,-7,1,a structured strategic planning process by teams open to staff and stakeholders,1,1,-7,1,-7,1,Baldrige,2,1,1,1,1,1,95,-9,1,0,1,1,1,0,1,1,1,0,1,1,0,Michigan Rehabilitation Services,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,0,1,0,0,0,0,0,0,0,0,-7,0,0,1,0,1,0,0,1,1,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,Michigan Rehabilitation Services,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,16,1,80,1,20,1,0,1,Medicaid or Medicare,2,-7,2,-7,1,minimum wage or greater,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-7,3,-7,3,-7,2,-7,-7,-7,-7,-7,1,1,1,1,1,1,0,0,0,-7,1,0,1,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,1,1,2,-7,1,1,2,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,1,0,0,-7,2,-7,-9
115,8/25/11,MN,1,1,1,1,-7,5,5,5,2,Minnesota Vocational Rehabilitation Services,Department of Employment and Economic Development,Director,Commissioner,2,-7,-7,Director of Workforce Development Division,2,-7,-7,2,3,3,3,3,3,2,3,3,3,3,-9,"Multiple agencies including Human Services, Education, Labor and Industry, Administration, etc.",3,3,2,1,2,99,2,99,1,1,Red Lake Nation; White Earth Nation,390,-9,-7,-7,-9,-7,-7,2,-9,2,3,0.05,2.5,-9,-7,-7,385,385,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,0,35,10,0,0,0,10,75,0,0,0,25,0,0,0,-9,-7,1,2,1,1,1,1,1,1,-7,2,2,2,2,1,2,-7,2,-7,1,1,1,1,1,-7,1,-7,1,1,1,1,0,0,DOL Navigator Grant,Supported Employment Grants; State IL Grants,-7,0,0,0,0,0,1,-7,-7,1,-7,1,Strategic Leadership Team plus Council Chairs involved in development of strategic goals and priorities based on CNA,1,1,-7,1,-7,1,Six Sigma (Lean) Process improvement,1,1,1,1,1,1,1,-7,0,0,1,1,1,0,1,1,1,0,1,0,0,-7,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,0,0,1,1,0,0,1,0,0,1,0,0,0,-7,0,0,1,1,0,1,1,1,0,0,1,0,0,-7,0,0,1,0,0,0,1,0,0,0,0,0,0,-7,0,0,1,1,1,0,1,0,0,0,0,0,0,-7,0,0,0,0,1,1,1,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,384,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,3,-7,3,-7,3,-7,3,-7,3,-7,2,-7,2,-7,3,-7,2,-7,1,Extended Employment Program,State General and Workforce Development funds,10500000,4056,"All disabilities, persons with 3 or more functional limitations",0,1,0,0,0,0,0,0,0,-7,1,0,0,0,0,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,1,1,2, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,3,0,0,0,0,0,0,1,-7,2,-7,-9
56,8/25/11,MN,2,2,1,1,-7,1,28,28,2,Minnesota State Services for the Blind,Department of Employment and Economic Security,Director,Commissioner,2,-7,-7,"Director, Workforce Development Division",2,-7,-7,2,3,3,3,3,3,2,3,3,3,3,-9,-7,3,3,1,2,99,99,1,99,1,1,Red Lake Nation and White Earth Tribal Council,64,-9,-7,-7,-9,-7,-7,-9,-7,-7,1,-7,-7,8,8,2,56,56,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-7,0,64,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,2,1,1,-7,2,-7,1,1,1,1,1,-7,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,1,0,0,SSA reinbursement,-7,1,-7,1,Process in play as organization develops mission/vision and goals for 3-5 year period and annual unit work plans with metrics aligned with overal,2,1,-7,1,-7,2,-7,-7,1,1,1,-9,1,1,-7,0,0,0,1,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,1,0,0,1,0,0,0,0,1,0,co-located in local Workforce Centers,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,the general DSU in the state,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,"In some instances, the General DSU",6,2,-7,2,-7,2,-7,1,Whatever type of extended services needed.,2,-7,2,-7,1,at least minumum wage,3,-7,3,-7,3,-7,2,-7,3,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,0,1,0,1,1,0,0,0,0,-7,1,0,0,1,0,0,0,-7,2,-7,-7,-7,1,1,2,-7,1,1,2, ,2,-9,-7,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,1,0,0,0,0,0,0,1,-7,2,-7,Extended services to meet customers needs are difficult to secure on a systematic basis.
141,4/1/11,MO,1,1,2,1,-7,7,22,22,2,Missouri Division of Vocational Rehabilitation,Department of Elementary & Secondary Education,Assistant Commissioner,Commissioner,1,State Board of Education,-7,Commisioner,1,1,"Division of VR (VR, DDS & IL) consolidated with Adult Learning Programs (GED, AEL, Veterans Ed & Employment Training). All Dept",1,3,3,3,3,2,3,3,3,3,3,1,"Office of Adult Learning& Rehabilitation Services is comprised of VR, DDS, IL, AEL, GED, Veterans Ed, Employment & Training",2,3,3,1,99,3,3,-9,1,2,-7,294.7,-9,-7,-7,372,-9,372,3,-9,3,-9,-9,-7,-9,-9,-7,294.7,294.7,-9,-9,-9,-7,-9,-7,-7,20,-9,20,"AEL, GED, Veterans Ed, Employment & Training",0,0,0,8,0,0,0,15,0,0,0,0,25,0,0,0,-9,-7,-9,1,1,1,-9,-9,-9,-9,-7,1,3,1,3,1,95,Office of Administration,95,Office of Administration,1,1,1,1,1,-7,1,-7,0,0,1,0,1,0,RSA In-Servoce Training Grant,-7,Dartmouth Evidence-Based Practices for MI,0,0,1,1,0,0,SSA Reimbursement,-7,1,-7,1,Comprehensive Assessment of Need and the State Plan,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,1,0,0,0,1,0,Higher Education,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,695,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,1,Minimum wage,2,-7,1,695,3,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,-7,-7,-7,-7,0,1,0,0,0,0,0,1,0,Senate,-9,-9,-9,-9,-9,-9,-9,-9,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,-7,2,0,0,0,0,0,0,1,-7,1,Populations not served by MH or DD agency,-9
